Species (English and scientific names),Taxonomic group,COSEWIC Status,SARA Status,Page on SARA registry,Timeline,After 2017?,Lag (days) Minister -> GiC Receipt,Aquatic_vs_terrestrial,Consultation_Pathway,Last Minister Receipt,date_1,doc_type_1,date_2,doc_type_2,date_3,doc_type_3,date_4,doc_type_4,date_5,doc_type_5,date_6,doc_type_6,date_7,doc_type_7,date_8,doc_type_8,date_9,doc_type_9,date_10,doc_type_10,date_11,doc_type_11,date_12,doc_type_12,date_13,doc_type_13,date_14,doc_type_14,date_15,doc_type_15,date_16,doc_type_16,date_17,doc_type_17,date_18,doc_type_18
Coastal Vesper Sparrow (Pooecetes gramineus affinis),Birds,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/924-618,Assessed but late,TRUE,600,Terrestrial,No consultations,2019-01-11T08:00:00Z,2006-08-29T07:00:00Z,0_COSEWIC_Assessment,2006-11-29T08:00:00Z,1_Response_Statement,2006-12-28T08:00:00Z,2_Consultation_Begin,2007-05-16T07:00:00Z,4_GiC_Receipt,2007-08-11T07:00:00Z,5_GiC_Listing_Decision,2007-12-26T08:00:00Z,5_GiC_Listing_Decision,2008-03-14T07:00:00Z,3_Consultation_End,2018-12-14T08:00:00Z,0_COSEWIC_Assessment,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-10-14T07:00:00Z,3_Consultation_End,2020-09-02T07:00:00Z,4_GiC_Receipt,2020-09-05T07:00:00Z,5_GiC_Listing_Decision,2021-05-12T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA
Common Nighthawk (Chordeiles minor),Birds,Special Concern,"Special Concern (since February 3, 2023)",https://species-registry.canada.ca/index-en.html#/species/986-668,Assessed but late,TRUE,1230,Terrestrial,Extended,2019-01-11T08:00:00Z,2007-08-29T07:00:00Z,0_COSEWIC_Assessment,2007-12-04T08:00:00Z,1_Response_Statement,2008-02-18T08:00:00Z,2_Consultation_Begin,2009-03-27T07:00:00Z,3_Consultation_End,2009-12-05T08:00:00Z,5_GiC_Listing_Decision,2010-03-17T07:00:00Z,5_GiC_Listing_Decision,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-02-12T08:00:00Z,0_COSEWIC_Assessment,2019-10-14T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Downy Yellow False Foxglove (Aureolaria virginica),Vascular Plants,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/1407-1020,Assessed but late,TRUE,1230,Terrestrial,Normal,2019-01-11T08:00:00Z,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-03-13T07:00:00Z,0_COSEWIC_Assessment,2019-10-14T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Painted Turtle (Chrysemys picta picta),Reptiles,Special Concern,Special Concern,https://species-registry.canada.ca/index-en.html#/species/1404-1017,Assessed but late,TRUE,600,Terrestrial,Normal,2019-01-11T08:00:00Z,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-02-11T08:00:00Z,0_COSEWIC_Assessment,2019-10-14T07:00:00Z,3_Consultation_End,2020-09-02T07:00:00Z,4_GiC_Receipt,2020-09-05T07:00:00Z,5_GiC_Listing_Decision,2021-05-12T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
False-foxglove Sun Moth (Pyrrhia aurantiago),Arthropods,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/1401-1014,Assessed but late,TRUE,600,Terrestrial,Normal,2019-01-11T08:00:00Z,2019-01-03T08:00:00Z,0_COSEWIC_Assessment,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-10-14T07:00:00Z,3_Consultation_End,2020-09-02T07:00:00Z,4_GiC_Receipt,2020-09-05T07:00:00Z,5_GiC_Listing_Decision,2021-05-12T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fern-leaved Yellow False Foxglove (Aureolaria pedicularia),Vascular Plants,Threatened,Threatened,https://species-registry.canada.ca/index-en.html#/species/1406-1019,Assessed but late,TRUE,1230,Terrestrial,Normal,2019-01-11T08:00:00Z,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-03-13T07:00:00Z,0_COSEWIC_Assessment,2019-10-14T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Midland Painted Turtle (Chrysemys picta marginata),Reptiles,Special Concern,Special Concern,https://species-registry.canada.ca/index-en.html#/species/1403-1016,Assessed but late,TRUE,600,Terrestrial,Normal,2019-01-11T08:00:00Z,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-02-11T08:00:00Z,0_COSEWIC_Assessment,2019-10-14T07:00:00Z,3_Consultation_End,2020-09-02T07:00:00Z,4_GiC_Receipt,2020-09-05T07:00:00Z,5_GiC_Listing_Decision,2021-05-12T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olive-sided Flycatcher (Contopus cooperi),Birds,Special Concern,"Special Concern (since February 3, 2023)",https://species-registry.canada.ca/index-en.html#/species/999-683,Assessed but late,TRUE,1230,Terrestrial,Extended,2019-01-11T08:00:00Z,2008-08-28T07:00:00Z,0_COSEWIC_Assessment,2008-11-26T08:00:00Z,1_Response_Statement,2009-01-30T08:00:00Z,2_Consultation_Begin,2009-12-05T08:00:00Z,5_GiC_Listing_Decision,2010-03-17T07:00:00Z,5_GiC_Listing_Decision,2010-03-19T07:00:00Z,3_Consultation_End,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-02-26T08:00:00Z,0_COSEWIC_Assessment,2019-10-14T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peregrine Falcon anatum/tundrius (Falco peregrinus anatum/tundrius),Birds,Not at Risk,Not on Schedule 1,https://species-registry.canada.ca/index-en.html#/species/995-652,Assessed but late,TRUE,1230,Terrestrial,Extended,2019-01-11T08:00:00Z,2007-12-04T08:00:00Z,1_Response_Statement,2008-02-18T08:00:00Z,2_Consultation_Begin,2009-03-27T07:00:00Z,3_Consultation_End,2011-11-09T08:00:00Z,4_GiC_Receipt,2012-04-21T07:00:00Z,5_GiC_Listing_Decision,2012-07-04T07:00:00Z,5_GiC_Listing_Decision,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-02-08T08:00:00Z,0_COSEWIC_Assessment,2019-10-14T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prairie Skink (Plestiodon septentrionalis),Reptiles,Special Concern,"Special Concern (since April 23, 2021)",https://species-registry.canada.ca/index-en.html#/species/282-348,Assessed but late,TRUE,600,Terrestrial,Normal,2019-01-11T08:00:00Z,2004-10-19T07:00:00Z,4_GiC_Receipt,2004-10-22T07:00:00Z,1_Response_Statement,2004-11-23T08:00:00Z,2_Consultation_Begin,2005-01-28T08:00:00Z,3_Consultation_End,2005-05-16T07:00:00Z,5_GiC_Listing_Decision,2005-07-27T07:00:00Z,5_GiC_Listing_Decision,2012-04-21T07:00:00Z,5_GiC_Listing_Decision,2012-07-04T07:00:00Z,5_GiC_Listing_Decision,2018-10-15T07:00:00Z,0_COSEWIC_Assessment,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-10-14T07:00:00Z,3_Consultation_End,2020-09-02T07:00:00Z,4_GiC_Receipt,2020-09-05T07:00:00Z,5_GiC_Listing_Decision,2021-05-12T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA
Quebec Rockcress (Boechera quebecensis),Vascular Plants,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/1366-998,Assessed but late,TRUE,600,Terrestrial,Normal,2019-01-11T08:00:00Z,2018-10-15T07:00:00Z,0_COSEWIC_Assessment,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-10-14T07:00:00Z,3_Consultation_End,2020-09-02T07:00:00Z,4_GiC_Receipt,2020-09-05T07:00:00Z,5_GiC_Listing_Decision,2021-05-12T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red-headed Woodpecker (Melanerpes erythrocephalus),Birds,Endangered,"Endangered (since April 23, 2021)",https://species-registry.canada.ca/index-en.html#/species/57-403,Assessed but late,TRUE,600,Terrestrial,Normal,2019-01-11T08:00:00Z,2007-12-04T08:00:00Z,1_Response_Statement,2008-02-18T08:00:00Z,2_Consultation_Begin,2008-06-25T07:00:00Z,4_GiC_Receipt,2009-01-17T08:00:00Z,5_GiC_Listing_Decision,2009-03-18T07:00:00Z,5_GiC_Listing_Decision,2009-03-27T07:00:00Z,3_Consultation_End,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-03-14T07:00:00Z,0_COSEWIC_Assessment,2019-10-14T07:00:00Z,3_Consultation_End,2020-09-02T07:00:00Z,4_GiC_Receipt,2020-09-05T07:00:00Z,5_GiC_Listing_Decision,2021-05-12T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red-tailed Leafhopper (Aflexia rubranura), Great Lakes Plains population",Arthropods,Special Concern,Special Concern,https://species-registry.canada.ca/index-en.html#/species/1371-1001,Assessed but late,TRUE,600,Terrestrial,Normal,2019-01-11T08:00:00Z,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-03-08T08:00:00Z,0_COSEWIC_Assessment,2019-10-14T07:00:00Z,3_Consultation_End,2020-09-02T07:00:00Z,4_GiC_Receipt,2020-09-05T07:00:00Z,5_GiC_Listing_Decision,2021-05-12T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red-tailed Leafhopper (Aflexia rubranura), Prairie population",Arthropods,Special Concern,Special Concern,https://species-registry.canada.ca/index-en.html#/species/1370-1013,Assessed but late,TRUE,600,Terrestrial,Normal,2019-01-11T08:00:00Z,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-03-08T08:00:00Z,0_COSEWIC_Assessment,2019-10-14T07:00:00Z,3_Consultation_End,2020-09-02T07:00:00Z,4_GiC_Receipt,2020-09-05T07:00:00Z,5_GiC_Listing_Decision,2021-05-12T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Smokerâ€™s Lung Lichen (Lobaria retigera),Lichens,Threatened,Threatened,https://species-registry.canada.ca/index-en.html#/species/1367-1012,Assessed but late,TRUE,1230,Terrestrial,Normal,2019-01-11T08:00:00Z,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-02-22T08:00:00Z,0_COSEWIC_Assessment,2019-10-14T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Smooth Yellow False Foxglove (Aureolaria flava),Vascular Plants,Threatened,Threatened,https://species-registry.canada.ca/index-en.html#/species/1405-1018,Assessed but late,TRUE,1230,Terrestrial,Normal,2019-01-11T08:00:00Z,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-03-13T07:00:00Z,0_COSEWIC_Assessment,2019-10-14T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spoon-leaved Moss (Bryoandersonia illecebra),Mosses,Threatened,"Threatened (since April 23, 2021)",https://species-registry.canada.ca/index-en.html#/species/757-314,Assessed but late,TRUE,600,Terrestrial,Normal,2019-01-11T08:00:00Z,2003-12-24T08:00:00Z,0_COSEWIC_Assessment,2004-03-03T08:00:00Z,2_Consultation_Begin,2004-04-21T07:00:00Z,1_Response_Statement,2004-04-21T07:00:00Z,4_GiC_Receipt,2004-06-14T07:00:00Z,3_Consultation_End,2004-10-23T07:00:00Z,5_GiC_Listing_Decision,2005-01-12T08:00:00Z,5_GiC_Listing_Decision,2018-10-15T07:00:00Z,0_COSEWIC_Assessment,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-10-14T07:00:00Z,3_Consultation_End,2020-09-02T07:00:00Z,4_GiC_Receipt,2020-09-05T07:00:00Z,5_GiC_Listing_Decision,2021-05-12T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA
Streaked Horned Lark (Eremophila alpestris strigata),Birds,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/790-327,Assessed but late,TRUE,600,Terrestrial,No consultations,2019-01-11T08:00:00Z,2004-10-19T07:00:00Z,4_GiC_Receipt,2004-10-22T07:00:00Z,1_Response_Statement,2004-11-23T08:00:00Z,2_Consultation_Begin,2005-01-28T08:00:00Z,3_Consultation_End,2005-05-16T07:00:00Z,5_GiC_Listing_Decision,2005-07-27T07:00:00Z,5_GiC_Listing_Decision,2019-01-03T08:00:00Z,0_COSEWIC_Assessment,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-10-14T07:00:00Z,3_Consultation_End,2020-09-02T07:00:00Z,4_GiC_Receipt,2020-09-05T07:00:00Z,5_GiC_Listing_Decision,2021-05-12T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Striped Whitelip (Webbhelix multilineata),Molluscs,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/1402-1015,Assessed but late,TRUE,1230,Terrestrial,Normal,2019-01-11T08:00:00Z,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-03-11T07:00:00Z,0_COSEWIC_Assessment,2019-10-14T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yukon Wild Buckwheat (Eriogonum flavum var. aquilinum),Vascular Plants,Special Concern,Special Concern,https://species-registry.canada.ca/index-en.html#/species/1368-994,Assessed but late,TRUE,600,Terrestrial,Normal,2019-01-11T08:00:00Z,2018-10-15T07:00:00Z,0_COSEWIC_Assessment,2019-01-11T08:00:00Z,1_Response_Statement,2019-01-15T08:00:00Z,2_Consultation_Begin,2019-10-14T07:00:00Z,3_Consultation_End,2020-09-02T07:00:00Z,4_GiC_Receipt,2020-09-05T07:00:00Z,5_GiC_Listing_Decision,2021-05-12T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American Bumble Bee (Bombus pensylvanicus),Arthropods,Special Concern,Special Concern,https://species-registry.canada.ca/index-en.html#/species/1364-1029,Assessed but late,TRUE,869,Terrestrial,Normal,2020-01-07T08:00:00Z,2019-10-09T07:00:00Z,0_COSEWIC_Assessment,2020-01-07T08:00:00Z,1_Response_Statement,2020-01-07T08:00:00Z,2_Consultation_Begin,2021-09-02T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Careyâ€™s Small Limestone Moss (Seligeria careyana),Mosses,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/1472-1056,Assessed but late,TRUE,869,Terrestrial,Normal,2020-01-07T08:00:00Z,2020-01-07T08:00:00Z,1_Response_Statement,2020-01-07T08:00:00Z,2_Consultation_Begin,2020-01-16T08:00:00Z,0_COSEWIC_Assessment,2021-09-02T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Columbia Quillwort (Isoetes minima),Vascular Plants,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/1469-1053,Assessed but late,TRUE,869,Terrestrial,Normal,2020-01-07T08:00:00Z,2020-01-07T08:00:00Z,1_Response_Statement,2020-01-07T08:00:00Z,2_Consultation_Begin,2020-01-16T08:00:00Z,0_COSEWIC_Assessment,2021-09-02T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daltonâ€™s Moss (Daltonia splachnoides),Mosses,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/1473-1057,Assessed but late,TRUE,869,Terrestrial,Normal,2020-01-07T08:00:00Z,2020-01-07T08:00:00Z,1_Response_Statement,2020-01-07T08:00:00Z,2_Consultation_Begin,2020-01-16T08:00:00Z,0_COSEWIC_Assessment,2021-09-02T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drooping-leaved Beard-moss (Oxystegus recurvifolius),Mosses,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/1471-1055,Assessed but late,TRUE,869,Terrestrial,Normal,2020-01-07T08:00:00Z,2019-12-16T08:00:00Z,0_COSEWIC_Assessment,2020-01-07T08:00:00Z,1_Response_Statement,2020-01-07T08:00:00Z,2_Consultation_Begin,2021-09-02T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dwarf Hesperochiron (Hesperochiron pumilus),Vascular Plants,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/1468-1052,Assessed but late,TRUE,869,Terrestrial,Normal,2020-01-07T08:00:00Z,2020-01-07T08:00:00Z,1_Response_Statement,2020-01-07T08:00:00Z,2_Consultation_Begin,2020-01-14T08:00:00Z,0_COSEWIC_Assessment,2021-09-02T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goldenseal (Hydrastis canadensis),Vascular Plants,Special Concern,"Special Concern (since February 3, 2023)",https://species-registry.canada.ca/index-en.html#/species/221-177,Assessed but late,TRUE,869,Terrestrial,Normal,2020-01-07T08:00:00Z,2019-12-20T08:00:00Z,0_COSEWIC_Assessment,2020-01-07T08:00:00Z,1_Response_Statement,2020-01-07T08:00:00Z,2_Consultation_Begin,2021-09-02T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greater Short-horned Lizard (Phrynosoma hernandesi),Reptiles,Special Concern,"Special Concern (since February 3, 2023)",https://species-registry.canada.ca/index-en.html#/species/279-539,Assessed but late,TRUE,869,Terrestrial,Normal,2020-01-07T08:00:00Z,2007-12-04T08:00:00Z,1_Response_Statement,2008-02-18T08:00:00Z,2_Consultation_Begin,2008-06-25T07:00:00Z,4_GiC_Receipt,2009-01-17T08:00:00Z,5_GiC_Listing_Decision,2009-03-18T07:00:00Z,5_GiC_Listing_Decision,2009-03-27T07:00:00Z,3_Consultation_End,2019-10-09T07:00:00Z,0_COSEWIC_Assessment,2020-01-07T08:00:00Z,1_Response_Statement,2020-01-07T08:00:00Z,2_Consultation_Begin,2021-09-02T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hairy Paintbrush (Castilleja tenuis),Vascular Plants,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/1470-1054,Assessed but late,TRUE,869,Terrestrial,Normal,2020-01-07T08:00:00Z,2019-12-20T08:00:00Z,0_COSEWIC_Assessment,2020-01-07T08:00:00Z,1_Response_Statement,2020-01-07T08:00:00Z,2_Consultation_Begin,2021-09-02T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hairy Valerian (Valeriana edulis ssp. ciliata),Vascular Plants,Endangered,Endangered,https://species-registry.canada.ca/index-en.html#/species/1443-1030,Assessed but late,TRUE,869,Terrestrial,Normal,2020-01-07T08:00:00Z,2019-10-09T07:00:00Z,0_COSEWIC_Assessment,2020-01-07T08:00:00Z,1_Response_Statement,2020-01-07T08:00:00Z,2_Consultation_Begin,2021-09-02T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karner Blue (Plebejus samuelis),Arthropods,Extirpated,Extirpated,https://species-registry.canada.ca/index-en.html#/species/293-212,Assessed but late,TRUE,869,Terrestrial,No consultations,2020-01-07T08:00:00Z,2010-12-02T08:00:00Z,1_Response_Statement,2010-12-02T08:00:00Z,2_Consultation_Begin,2012-02-04T08:00:00Z,3_Consultation_End,2012-04-21T07:00:00Z,5_GiC_Listing_Decision,2012-07-04T07:00:00Z,5_GiC_Listing_Decision,2020-01-07T08:00:00Z,1_Response_Statement,2020-01-07T08:00:00Z,2_Consultation_Begin,2021-09-02T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yellow Scarab Hunter Wasp (Dielis pilipes),Arthropods,Special Concern,Special Concern,https://species-registry.canada.ca/index-en.html#/species/1446-1033,Assessed but late,TRUE,869,Terrestrial,Normal,2020-01-07T08:00:00Z,2019-10-09T07:00:00Z,0_COSEWIC_Assessment,2020-01-07T08:00:00Z,1_Response_Statement,2020-01-07T08:00:00Z,2_Consultation_Begin,2021-09-02T07:00:00Z,3_Consultation_End,2022-05-25T07:00:00Z,4_GiC_Receipt,2022-05-28T07:00:00Z,5_GiC_Listing_Decision,2023-02-15T08:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carolina Mantleslug (Philomycus carolinianus),Molluscs,Threatened,Threatened,https://species-registry.canada.ca/index-en.html#/species/1483-1063,Assessed but late,TRUE,1099,Terrestrial,Normal,2020-12-02T08:00:00Z,2020-10-13T07:00:00Z,0_COSEWIC_Assessment,2020-12-02T08:00:00Z,1_Response_Statement,2020-12-02T08:00:00Z,2_Consultation_Begin,2021-09-02T07:00:00Z,3_Consultation_End,2023-12-06T08:00:00Z,4_GiC_Receipt,2024-06-19T07:00:00Z,5_GiC_Listing_Decision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
